seq_name	Accession	Definition	Source	Genus	Species	Subspecies	Organism	Date	Length
MG897785	MG897785.1	Nycticebus bengalensis isolate PB25 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2020-06-30	386
MG897786	MG897786.1	Nycticebus bengalensis isolate PB26 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2020-06-30	386
MG897787	MG897787.1	Nycticebus bengalensis isolate PB30 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2020-06-30	386
MG897788	MG897788.1	Nycticebus bengalensis isolate PB27 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2020-06-30	386
MH104723	MH104723.1	Nycticebus bengalensis voucher MUSCNYC-F02 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104724	MH104724.1	Nycticebus bengalensis voucher MUSCNYC-F04 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104725	MH104725.1	Nycticebus bengalensis voucher MUSCNYC-F05 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104726	MH104726.1	Nycticebus bengalensis voucher MUSCNYC-F07 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104727	MH104727.1	Nycticebus bengalensis voucher MUSCNYC-F08 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104728	MH104728.1	Nycticebus bengalensis voucher MUSCNYC-F09 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104729	MH104729.1	Nycticebus bengalensis voucher MUSCNYC-F11 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104730	MH104730.1	Nycticebus bengalensis voucher MUSCNYC-F12 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104731	MH104731.1	Nycticebus bengalensis voucher MUSCNYC-F14 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104732	MH104732.1	Nycticebus bengalensis voucher MUSCNYC-F18 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104733	MH104733.1	Nycticebus bengalensis voucher MUSCNYC-F21 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104734	MH104734.1	Nycticebus bengalensis voucher MUSCNYC-F22 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104735	MH104735.1	Nycticebus bengalensis voucher MUSCNYC-F24 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104736	MH104736.1	Nycticebus bengalensis voucher MUSCNYC-F25 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104737	MH104737.1	Nycticebus bengalensis voucher MUSCNYC-F29 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104738	MH104738.1	Nycticebus bengalensis voucher MUSCNYC-F30 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104739	MH104739.1	Nycticebus bengalensis voucher MUSCNYC-F31 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104740	MH104740.1	Nycticebus bengalensis voucher MUSCNYC-F32 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104741	MH104741.1	Nycticebus bengalensis voucher MUSCNYC-F38 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104742	MH104742.1	Nycticebus bengalensis voucher MUSCNYC-F39 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104743	MH104743.1	Nycticebus bengalensis voucher MUSCNYC-F40 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104744	MH104744.1	Nycticebus bengalensis voucher MUSCNYC-F41 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104745	MH104745.1	Nycticebus bengalensis voucher MUSCNYC-F42 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104746	MH104746.1	Nycticebus bengalensis voucher MUSCNYC-F43 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104747	MH104747.1	Nycticebus bengalensis voucher MUSCNYC-F45 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104748	MH104748.1	Nycticebus bengalensis voucher MUSCNYC-F49 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104749	MH104749.1	Nycticebus bengalensis voucher MUSCNYC-F51 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104750	MH104750.1	Nycticebus bengalensis voucher MUSCNYC-F53 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104751	MH104751.1	Nycticebus bengalensis voucher MUSCNYC-F56 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104752	MH104752.1	Nycticebus bengalensis voucher MUSCNYC-T01 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104753	MH104753.1	Nycticebus bengalensis voucher MUSCNYC-T02 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104754	MH104754.1	Nycticebus bengalensis voucher MUSCNYC-T05 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104755	MH104755.1	Nycticebus bengalensis voucher MUSCNYC-T06 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104756	MH104756.1	Nycticebus bengalensis voucher MUSCNYC-T07 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104757	MH104757.1	Nycticebus bengalensis voucher MUSCNYC-T08 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104762	MH104762.1	Nycticebus bengalensis voucher MUSCNYC-F01 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104763	MH104763.1	Nycticebus bengalensis voucher MUSCNYC-F02 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104764	MH104764.1	Nycticebus bengalensis voucher MUSCNYC-F03 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104765	MH104765.1	Nycticebus bengalensis voucher MUSCNYC-F04 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104766	MH104766.1	Nycticebus bengalensis voucher MUSCNYC-F05 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104767	MH104767.1	Nycticebus bengalensis voucher MUSCNYC-F07 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104768	MH104768.1	Nycticebus bengalensis voucher MUSCNYC-F08 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104769	MH104769.1	Nycticebus bengalensis voucher MUSCNYC-F09 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104770	MH104770.1	Nycticebus bengalensis voucher MUSCNYC-F11 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104771	MH104771.1	Nycticebus bengalensis voucher MUSCNYC-F14 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104772	MH104772.1	Nycticebus bengalensis voucher MUSCNYC-F15 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104773	MH104773.1	Nycticebus bengalensis voucher MUSCNYC-F16 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104774	MH104774.1	Nycticebus bengalensis voucher MUSCNYC-F17 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104775	MH104775.1	Nycticebus bengalensis voucher MUSCNYC-F18 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104776	MH104776.1	Nycticebus bengalensis voucher MUSCNYC-F19 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104777	MH104777.1	Nycticebus bengalensis voucher MUSCNYC-F20 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104778	MH104778.1	Nycticebus bengalensis voucher MUSCNYC-F22 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104779	MH104779.1	Nycticebus bengalensis voucher MUSCNYC-F23 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104780	MH104780.1	Nycticebus bengalensis voucher MUSCNYC-F24 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104781	MH104781.1	Nycticebus bengalensis voucher MUSCNYC-F25 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104782	MH104782.1	Nycticebus bengalensis voucher MUSCNYC-F26 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104783	MH104783.1	Nycticebus bengalensis voucher MUSCNYC-F28 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104784	MH104784.1	Nycticebus bengalensis voucher MUSCNYC-F29 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104785	MH104785.1	Nycticebus bengalensis voucher MUSCNYC-F30 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104786	MH104786.1	Nycticebus bengalensis voucher MUSCNYC-F31 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104787	MH104787.1	Nycticebus bengalensis voucher MUSCNYC-F32 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104788	MH104788.1	Nycticebus bengalensis voucher MUSCNYC-F33 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104789	MH104789.1	Nycticebus bengalensis voucher MUSCNYC-F38 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104790	MH104790.1	Nycticebus bengalensis voucher MUSCNYC-F39 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104791	MH104791.1	Nycticebus bengalensis voucher MUSCNYC-F40 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104792	MH104792.1	Nycticebus bengalensis voucher MUSCNYC-F41 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104793	MH104793.1	Nycticebus bengalensis voucher MUSCNYC-F42 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104794	MH104794.1	Nycticebus bengalensis voucher MUSCNYC-F43 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104795	MH104795.1	Nycticebus bengalensis voucher MUSCNYC-F44 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104796	MH104796.1	Nycticebus bengalensis voucher MUSCNYC-F45 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104797	MH104797.1	Nycticebus bengalensis voucher MUSCNYC-F47 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104798	MH104798.1	Nycticebus bengalensis voucher MUSCNYC-F49 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104799	MH104799.1	Nycticebus bengalensis voucher MUSCNYC-F50 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104800	MH104800.1	Nycticebus bengalensis voucher MUSCNYC-F51 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104801	MH104801.1	Nycticebus bengalensis voucher MUSCNYC-F52 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104802	MH104802.1	Nycticebus bengalensis voucher MUSCNYC-F53 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104803	MH104803.1	Nycticebus bengalensis voucher MUSCNYC-F54 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104804	MH104804.1	Nycticebus bengalensis voucher MUSCNYC-F55 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104805	MH104805.1	Nycticebus bengalensis voucher MUSCNYC-F56 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104806	MH104806.1	Nycticebus bengalensis voucher MUSCNYC-F58 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104807	MH104807.1	Nycticebus bengalensis voucher MUSCNYC-T01 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104808	MH104808.1	Nycticebus bengalensis voucher MUSCNYC-T02 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104809	MH104809.1	Nycticebus bengalensis voucher MUSCNYC-T05 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104810	MH104810.1	Nycticebus bengalensis voucher MUSCNYC-T06 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104811	MH104811.1	Nycticebus bengalensis voucher MUSCNYC-T07 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104812	MH104812.1	Nycticebus bengalensis voucher MUSCNYC-T08 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	441
MH104818	MH104818.1	Nycticebus bengalensis voucher MUSCNYC-F01 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104819	MH104819.1	Nycticebus bengalensis voucher MUSCNYC-F06 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
MH104820	MH104820.1	Nycticebus bengalensis voucher MUSCNYC-F15 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2019-04-21	1107
OP902170	OP902170.1	Nycticebus bengalensis voucher MBSV023 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-02-07	435
OQ466050	OQ466050.1	Nycticebus bengalensis isolate Feces2 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-02-26	370
OQ466051	OQ466051.1	Nycticebus bengalensis isolate Feces3 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-02-26	370
OQ466052	OQ466052.1	Nycticebus bengalensis isolate Feces4 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-02-26	370
OQ518071	OQ518071.1	Nycticebus bengalensis voucher L21 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-03-01	848
OQ518072	OQ518072.1	Nycticebus bengalensis voucher L22 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-03-01	848
OQ518073	OQ518073.1	Nycticebus bengalensis voucher L34 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-03-01	848
OQ518074	OQ518074.1	Nycticebus bengalensis voucher AMNH:M:112991 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-03-01	848
OQ518075	OQ518075.1	Nycticebus bengalensis voucher AMNH:M:112990 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-03-01	848
OQ518076	OQ518076.1	Nycticebus bengalensis voucher USNM:MAMM:258870 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-03-01	848
OQ518077	OQ518077.1	Nycticebus bengalensis voucher USNM:MAMM:300015 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-03-01	848
OQ518078	OQ518078.1	Nycticebus bengalensis voucher USNM:MAMM:114151 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-03-01	848
OQ518079	OQ518079.1	Nycticebus bengalensis voucher FMNH:MAMM:99616 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-03-01	848
OQ518085	OQ518085.1	Nycticebus bengalensis voucher AMNH:M:240010 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-03-01	848
OQ518086	OQ518086.1	Nycticebus bengalensis voucher USNM:MAMM:296513 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-03-01	848
OQ518087	OQ518087.1	Nycticebus bengalensis voucher USNM:MAMM:535153 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-03-01	848
OQ518088	OQ518088.1	Nycticebus bengalensis voucher USNM:MAMM:355064 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-03-01	848
OQ518145	OQ518145.1	Nycticebus bengalensis voucher NHMUK:ZD.1921.11.11.1 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-03-01	848
OQ555481	OQ555481.1	Nycticebus bengalensis isolate 91 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-04-08	716
OQ555482	OQ555482.1	Nycticebus bengalensis isolate 99 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus bengalensis (Bengal slow loris)	Nycticebus	bengalensis		Nycticebus bengalensis	2023-04-08	716
